PERSON,Count
david,40921
bloomberg,40443
taylor,13216
tom,13073
jason,10602
vonnie,7928
paul,7545
matt,7492
jonathan,7152
♪ ♪,6318
anna,6044
boris johnson,5940
michael,3847
trump,3627
max,3563
joe,3554
johnson,3479
donald trump,3462
kevin,3250
mike,3126
jay powell,2979
john,2958
kathleen,2744
lisa,2658
nejra,2602
brexit,2180
peter,2109
viviana hurtado,1944
powell,1894
sarah,1878
viviana,1814
mark crumpton,1782
steve,1719
chris,1662
david westin,1571
kailey,1530
♪ david,1512
elizabeth warren,1476
tim,1418
paul allen,1404
chang,1393
jim,1342
eric,1334
jonathan ferro,1333
james,1315
jean-paul,1302
mark zuckerberg,1279
larry,1277
yvonne,1264
abigail,1207
♪ taylor,1203
jeff,1201
joe biden,1197
su keenan,1156
bloomberg businessweek,1111
nancy,1108
jack,1107
jason kelly,1083
warren,1077
robert,1066
kim,1055
kim jong-un,1049
guy johnson,1029
kelly,1027
kevin cirilli,1019
jerome powell,967
♪ david:,957
tom keene,956
angela merkel,952
sophie kamaruddin,945
matt miller,920
dan,904
erdogan,878
anna edwards,877
erik,845
ken,836
dara,831
theresa,820
♪ anna,817
john:,808
tim cook,796
michael mckee,794
brian,792
♪ matt,744
david:,728
bob,722
melinda,720
luke,717
♪ paul,715
craig,706
ben,703
larry kudlow,685
george,672
selina wang,658
stephen engle,651
thomas,627
boris johnson's,622
alex,621
carol,617
steven mnuchin,613
xi,611
♪ viviana:,609
zuckerberg,606
christine lagarde,598
jessica summers,589
kathy,585
mark carney,572
jessica,571
robert lighthizer,557
christopher,555
maria tadeo,555
jonathan:,549
jamie dimon,548
jeff bezos,544
robert mueller,544
patrick,534
selina,531
♪ jonathan,531
martin,523
xi jinping,511
amanda,491
maria,486
emmanuel macron,486
caroline hyde,484
jeremy corbyn,482
macron,478
juliette saly,475
george:,474
eu,473
clinton,467
andy,451
♪ vonnie:,450
dave,449
x1,448
john bolton,439
carl,439
ginsberg,428
alan,427
diana,427
putin,424
tom mackenzie,423
alix,400
elon musk,392
vonnie quinn,390
nancy pelosi,389
fauci,389
robert kaplan,384
vladimir putin,383
richard,379
mnuchin,375
bill,374
♪ jason,373
william barr,372
mitch mcconnell,367
andrew,366
su,363
astro,358
margaret,358
wilbur ross,356
bloomberg businessweek',352
boris,349
debra mao,346
carol massar,346
barry,341
sam,337
bernie,330
steve mnuchin,327
jpmorgan,326
rudy giuliani,323
dr.,323
barr,322
sheryl sandberg,321
francine lacqua,316
mark gurman,313
rick,310
nicolas maduro,309
♪ paul:,307
nick,306
ross,302
caroline,300
matthew,299
bush,299
neil,298
brooke,295
dana,293
randall,290
kathy jones,285
emma chandra,281
q4,278
robin,278
bernie sanders,277
elizabeth,277
♪ jonathan:,274
robert:,273
lee,272
♪ vonnie,271
jeffrey,267
benjamin netanyahu,259
mark,258
chuck schumer,254
elliott,253
kailey leinz,252
william,250
david solomon,249
jennifer,245
sarah mcgregor,239
msci,238
emma,237
bill slowsky jr.,236
anthony,236
lisa abramowicz,233
erik schatzker,233
andrea,232
hormuz,232
kohl,229
henry,227
sally,225
marilyn,222
hillary clinton,221
jack ma,220
robert mueller's,217
netanyahu,214
john williams,209
michael cohen,208
colin,205
sarah ponczek,205
abigail doolittle,204
howard,203
tom giles,198
janet yellen,198
scott,197
stephen moore,197
michelle,197
abe,195
scott morrison,195
alison,194
maduro,193
lucy,193
♪ viviana,193
chair powell,189
austin,186
adam,186
kamala harris,185
joseph,184
williams,183
marijuana,181
peter navarro,180
jeffrey epstein,179
trumps,178
bolton,177
jamie,177
carlos ghosn,175
chuck,175
bloomberg surveillance,175
yousef,175
mike pence,175
justin trudeau,174
simon,174
bill dudley,174
philip hammond,171
phil,171
peter coy,170
biden,170
janet,169
♪ ♪ taylor,169
romaine bostick,169
mickey,167
charles evans,166
richard clarida,164
james gorman,164
sarah frier,163
jack dorsey,162
dennis muilenburg,162
krishna memani,161
ruth,160
steve schwarzman,159
kyle,159
julia,159
nixon,158
♪ yvonne:,157
michael bloomberg,157
cristina,157
j.p.,156
jordan,156
bloomberg technology,156
jose,155
apps,153
jones,153
adam neumann,151
jeremy hunt,151
brian moynihan,147
reagan,147
thomas cook,146
david rubenstein,146
♪ jason:,146
evan,145
jay powell's,144
linda,144
kuroda,142
joel,141
josh,141
marcus,140
twitter,140
mary daly,139
joyce,139
nick:,138
mcconnell,135
tony,135
adidas,134
peter tchir,134
♪ kailey,134
david kirkpatrick,133
alphabet,132
carl icahn,132
john micklethwait,132
mark cranfield,131
gina martin,131
peter thiel,129
giuliani,129
jfk,127
krishna,126
marco rubio,126
meredith,125
eric newcomer,125
bill gross,125
bob dudley,125
bloomberg technology',124
donald tusk,124
♪ amanda,123
doug,123
eric rosengren,122
mueller,122
robert tipp,119
alan greenspan,119
sebastian salek,119
noelle,119
matthew:,118
james:,118
donald trump's,118
ben bernanke,118
♪ ♪ jason,117
sheryl,117
joel weber,116
dropbox,116
james bullard,116
anne-marie,116
♪ ♪ ♪,115
brett,114
carl riccadonna,114
draghi,114
hans,113
lindsey graham,113
lisa:,113
pm netanyahu,113
tesla,112
enda,111
♪ bloomberg,111
jim:,111
stephen,111
stephen mnuchin,110
enda curran,110
roger,110
brad,109
karen,109
jitendra,109
richard jones,109
kenneth,108
dean,108
khan,108
tony blair,108
marvin,108
obama,107
speaker,107
steve wozniak,106
sharon,105
susan,105
liu,105
robin williams,105
bob michele,105
narendra,104
michael collins,104
k-12,103
patrick armstrong,103
ed hammond,101
adam newman,101
luke kawa,101
jenny,101
stein,100
angela merkel's,99
mick mulvaney,98
rick perry,98
roger stone,98
♪  good morning,97
devin,97
jim bullard,96
wolfgang,96
joshua,96
tom clancy,96
maisel...,96
david marcus,96
bill gates,95
♪ lisa,94
hannah,94
jay,93
joe biden's,93
mitt romney,93
alex webb,93
james athey,93
macri,92
baker,92
jackson hole,92
tipp,92
louis fed,92
shinzo abe,92
deborah,91
gene munster,91
andrew bailey,91
kudlow,90
president,90
juan guaido,90
paula,90
marilyn watson,90
adam posen,89
ellen huet,88
nicholas,88
♪ emma,88
dara khosrowshahi,88
bill clinton,88
libby,87
michael jordan,87
alexandria ocasio-cortez,86
douglas,86
adam haigh,86
liana,86
daniela,85
stephanie,85
graham,84
jane foley,84
bob swan,84
zelensky,84
louis vuitton,84
wendy,83
ian,83
kate,83
judy shelton,82
haslinda amin,82
mark cudmore,82
stacey,82
♪ ♪ ',81
kathryn,81
morrison,81
mike mckee,81
mark hurd,80
george w. bush,80
courtney,79
david merritt,78
peter dixon,78
ed ludlow,78
richard nixon,77
charles schwab,77
marty,77
♪ ♪  this,77
jes staley,77
chris cox,77
catherine mann,77
randy,76
corbyn,76
nigel farage,76
mark warner,76
bloomberg tech's,76
xi.,76
abraham lincoln,76
katie,76
diane,75
glenn,75
lyndon johnson,75
leon,75
mike regan,75
lisa hornby,75
kokou,75
paul manafort,74
tracy,74
mark mobius,74
michael:,74
terry,74
sarah hunt,74
don,73
chuck grassley,73
howard schultz,73
ginsburg,73
haslinda,73
allison,72
margaret thatcher,72
hawley,72
chairman,72
scalia,71
kevin johnson,71
stephen schwarzman,71
bloomberg intelligence,70
larry ellison,70
eugene,70
dave wilson,70
paul volcker,70
jillian,70
bob mueller,70
ian king,70
reid,70
blair,69
jerry nadler,69
jason kelley,69
bill maloney,69
greg peters,68
messenger,68
li,68
jeffrey katzenberg,68
beth,68
brad stone,68
jean-claude,68
♪ kathleen:,67
greenspan,67
bob iger,66
sarah mcbride,66
richard branson,66
von der leyen,66
david welch,66
james bevan,65
george carlin,65
carson,65
harris,65
duncan,64
bnn bloomberg,64
herbert,64
garfield reynolds,64
carlos,64
tom orlik,64
myron,64
malcolm,63
stephanie baker,62
aaron,62
erik nielsen,62
bullard,62
laura,62
♪ ♪ matt,62
ira jersey,62
kurt wagner,61
pichai,61
cohen,61
jacob,61
mark zuckerberg's,61
bund,61
charlie,61
sonali basak,61
debra,61
marc,61
mohammad bin salman,61
teddy roosevelt,61
rachel evans,60
bob miller,60
dudley,60
khanna,60
joey,59
mac,59
theng,59
david riley,59
brendan,59
lucy macdonald,59
jamal khashoggi,59
bloomberg technology's,58
ronald reagan,58
sarah sanders,58
gabriela,58
tom p.:,58
adam schiff,58
alison williams,58
jared kushner,58
ken griffin,57
lynn,57
carter,57
bezos,57
dennis,57
geoffrey,56
john normand,56
alicia levine,56
kennedy,56
tom brady,56
justin,56
princeton,55
leigh-ann,55
♪ ♪ bloomberg ',55
e.u.,55
kim jong-un's,55
mohamed el-erian,55
schumer,55
david bloom,55
trudeau,55
peter chatwell,55
peggy,55
joyce chang,55
ethan,54
brady,54
jens,54
tim cook's,54
al,54
kraft heinz,54
carol:,54
betsy,54
dan ives,54
john mickelthwait,53
jeffrey gundlach,53
jason:,53
blackrock,53
philip,53
komal,53
crown prince,53
collins,53
osama bin laden,53
jimmy,52
karl,52
jerry,52
john flint,52
mike bell,52
kaplan,52
elizabeth warren's,52
george soros,51
oracle,51
elon musk's,51
♪ mberg,51
bloomberg businessweek's,51
lebron james,51
desley humphrey,51
jeanna,51
mark mahaney,51
tina davis,51
garfield,51
monica,51
joanna,50
bill barr,50
ccc,50
grassley,50
david kelly,50
moon,50
sydney,50
nigel wilson,50
pompeo,50
sam zell,50
pete,50
ben brody,50
david stern,50
barbara,49
walter,49
david ingles,49
doris,49
anne,49
satya nadella,49
tells bloomberg,49
brown,49
greg,49
ralph,49
gary,49
ed,49
pedro sanchez,49
bloomberg ♪,49
