PERSON,Count
nelson mandela,501
chang,351
bloomberg,319
cory johnson,234
tom keene,208
matt miller,181
ben bernanke,181
putin,174
tom,166
mandela,165
jon erlichman,150
obama,123
mark zuckerberg,122
janet yellen,111
bloomberg west',107
paul,106
johnson,104
david,101
caroline hyde,99
peter cook,98
michael mckee,93
john,92
betty liu,90
erik schatzker,90
ron burgundy,89
adam johnson,80
larry,80
bobby,78
john boehner,78
matt,78
paul ryan,75
michael,73
vladimir putin,72
clinton,71
kerry,70
mike,64
dickens,63
max,63
mark crumpton,62
john kerry,61
carl icahn,60
jeff bezos,59
william morris,59
david tweed,58
harry reid,58
angela merkel,57
patty murray,56
john donahoe,54
su keenan,54
warren,53
phil,53
♪ ♪,52
hans nichols,50
joe,49
margaret carlson,48
julie hyman,48
ebay,47
marijuana,47
jim,47
mark carney,46
mikhail khodorkovsky,46
tim cook,46
jeff,45
nelson mandela's,45
bloomberg west,44
mark barton,44
joseph,44
rick horrow,43
jordan,42
jack,42
steve,42
♪  good morning,41
alan,41
williams,41
bernanke,40
margaret,40
peter,40
max baucus,38
bush,38
zuckerberg,36
jpmorgan,34
deirdre bolton,33
martin scorsese,33
madeleine albright,33
jesus,31
dan,31
hillary clinton,30
julianna goldman,30
guy johnson,30
eric,30
chris van hollen,29
jamie dimon,28
alan greenspan,28
paul ryan's,28
sheryl sandberg,28
bolton,28
alan mulally,27
martin,27
robert,27
ralph,27
ralph lauren,26
jack dorsey,25
david marcus,25
tim,25
rachael,25
john podesta,25
a&e,24
michael jordan,24
hilton,24
carol massar,24
chris,24
ben bernanke's,24
jim delany,24
god,24
anna edwards,23
ron wyden,23
elliott gotkine,23
erik,23
pimm fox,23
kevin,23
cheney,23
edward snowden,22
steve schwarzman,22
kim jong,22
rob portman,22
charlie,22
eric schmidt,21
kyle bass,21
twitter,21
dan ackerson,21
yang yang,20
nelson,20
brian,20
jay-z,20
gary gensler,20
richard branson,20
metadata,20
al hunt,20
hockey,20
taylor,19
lanhee chen,19
elliott,19
scott davis,18
adam,18
phil robertson,18
cristina alesci,18
julie,18
alex,18
david kirkpatrick,18
bill ackman,18
mary barra,18
mike mckee,17
john paulson,17
dr.,17
reagan,17
barry,17
lee,16
jonathan ferro,16
paul volcker,16
chris christie,16
steve ballmer,16
eu,16
khodorkovsky,16
sam grobart,16
al.,16
michael steinberg,16
bill clinton,16
david cameron,15
bob,15
benjamin netanyahu,15
saul goodman,15
sheldon adelson,15
richard serra,15
mark greenberg,15
pope francis,15
kevin roberts,15
netanyahu,15
andreessen horowitz,15
bill gates,15
carl,14
lloyd blankfein,14
richard,14
♪,14
george w. bush,14
maynard webb,14
bloomberg businessweek,14
steinberg,14
peter guber,14
justin timberlake,14
steve cohen,14
paul allen,14
marissa mayer,14
al kelly,14
dean,13
kobe,13
jack lew,13
john malone,13
george,13
sam,13
bloomberg west.,13
john mccain,13
james,13
peter orszag,13
christine lagarde,13
ben,12
walter mitty,12
wolf,12
john collins,12
steve miller,12
gary,12
satya nadella,12
adam levine,12
bernie,12
david plouffe,12
john chen,12
george osborne,12
mitch mcconnell,12
bill russell,12
joe biden,12
andy,12
apps,11
ron,11
mia saini,11
gandhi,11
elizabeth warren,11
jim o'neill,11
street smart,11
chris mullin,11
seth abraham,11
david stockman,11
austin,11
paul jacobs,11
susan rice,11
michael novak,11
kim,11
dennis rodman,11
duncan,10
andy rubin,10
rupert murdoch,10
angela merkel's,10
jim rogers,10
jeffrey katzenberg,10
john walcott,10
johnny cupcakes,10
matt miller's,10
cohen,10
mark andreessen,10
tom colicchio,10
kevin johnson,10
chris kelly,10
abe,10
stan druckenmiller,10
john leonard,10
bob nardelli,10
wendy liebman,10
ron johnson,10
yingluck,10
mark zuckerberg's,10
bloomberg tv,10
peter thiel,10
corey,10
nicholas thompson,10
david ortiz,10
jason collins,9
hans,9
jerry seinfeld,9
michael dell,9
robert nardelli,9
tony abbott,9
chairman,9
bloomberg businessweek',9
conan o'brien,9
jordan belfour,9
adam parker,9
dennis,9
kim jong-il,9
rick,9
bill gross,9
jeffrey rosenberg,9
kyle,9
bill,9
louis vuitton,9
mark,9
robert de niro,9
jackie robinson,9
jacob zuma,9
jim delany's,9
michael jackson,9
jack white,8
dan hurwitz,8
peter o'toole,8
oracle,8
mohamed el-erian,8
michelle meyer,8
charlie patton,8
matthew,8
mike tyson,8
elizabeth,8
david stern,8
linda,8
brady,8
president,8
doom,8
jony,8
bob marley,8
howard buffett,8
mitt romney,8
david miliband,8
bonnie,8
silicon valley's,8
dwight howard,8
boehner,8
alexander payne,8
charles dickens,8
james franco,8
mary,8
heidi przybla,8
bitcoin,8
hugh jackman,8
arafat,8
jessica seinfeld,8
bob worthington,8
johnny carson,8
thomas,8
daniel o'connor,8
jeffrey hayzlett,8
danny,8
betty liu.,7
joe torre,7
li,7
bobby cox,7
stephen engle,7
george soros,7
jean king,7
scott galloway,7
brendan greeley,7
jay carney,7
