Year,Network,ORG,Count
2014,FBC,fed,5347
2014,FBC,congress,5255
2014,FBC,senate,3500
2014,FBC,the white house,3419
2014,FBC,medicare,3228
2014,FBC,gm,2676
2014,FBC,irs,2655
2014,FBC,s&p,2424
2014,FBC,google,1954
2014,FBC,microsoft,1738
