Year,Network,ORG,Count
2012,FBC,fed,2403
2012,FBC,congress,2368
2012,FBC,medicare,1792
2012,FBC,the white house,1745
2012,FBC,senate,1492
2012,FBC,s&p,1161
2012,FBC,the new york stock exchange,1065
2012,FBC,microsoft,636
2012,FBC,fox news,580
2012,FBC,cme,571
