Year,Network,ORG,Count
2023,FBC,fed,15375
2023,FBC,hamas,7640
2023,FBC,the white house,6846
2023,FBC,congress,6521
2023,FBC,medicare,4879
2023,FBC,fbi,4867
2023,FBC,senate,4256
2023,FBC,s&p,3892
2023,FBC,microsoft,3430
2023,FBC,irs,2577
