Year,Network,ORG,Count
2018,FBC,fbi,13650
2018,FBC,senate,10994
2018,FBC,congress,10446
2018,FBC,the white house,10055
2018,FBC,fed,8093
2018,FBC,medicare,6598
2018,FBC,s&p,3873
2018,FBC,google,3529
2018,FBC,white house,3351
2018,FBC,ford,3341
