Year,Network,ORG,Count
2019,FBC,congress,12083
2019,FBC,fed,11846
2019,FBC,the white house,9072
2019,FBC,senate,7345
2019,FBC,fbi,6706
2019,FBC,medicare,6563
2019,FBC,s&p,4931
2019,FBC,boeing,4001
2019,FBC,google,3685
2019,FBC,fidelity,3674
