Year,Network,ORG,Count
2019,MSNBC,congress,34653
2019,MSNBC,the white house,26466
2019,MSNBC,senate,20604
2019,MSNBC,msnbc,13187
2019,MSNBC,fbi,9873
2019,MSNBC,white house,7998
2019,MSNBC,medicare,7208
2019,MSNBC,nbc news,5888
2019,MSNBC,nbc,5180
2019,MSNBC,capitol hill,4855
