Year,Network,ORG,Count
2016,MSNBC,msnbc,14647
2016,MSNBC,senate,9686
2016,MSNBC,the republican party,9038
2016,MSNBC,fbi,8383
2016,MSNBC,nbc,8161
2016,MSNBC,the white house,8095
2016,MSNBC,congress,7221
2016,MSNBC,gop,5128
2016,MSNBC,medicare,4371
2016,MSNBC,nbc news,4304
