Year,Network,ORG,Count
2013,CNBC,fed,24928
2013,CNBC,cnbc,9353
2013,CNBC,s&p,7898
2013,CNBC,fidelity,4909
2013,CNBC,congress,4835
2013,CNBC,microsoft,4500
2013,CNBC,ford,4108
2013,CNBC,senate,3709
2013,CNBC,google,3704
2013,CNBC,ge,3136
