Year,Network,ORG,Count
2020,CNBC,fed,14384
2020,CNBC,cnbc,9549
2020,CNBC,s&p,8481
2020,CNBC,microsoft,5128
2020,CNBC,congress,4638
2020,CNBC,senate,4100
2020,CNBC,the white house,3993
2020,CNBC,boeing,3093
2020,CNBC,fda,2646
2020,CNBC,at&t,2539
