Year,Network,ORG,Count
2017,CNBC,fed,13585
2017,CNBC,cnbc,9533
2017,CNBC,s&p,7183
2017,CNBC,the white house,6982
2017,CNBC,senate,6519
2017,CNBC,congress,5338
2017,CNBC,at&t,4155
2017,CNBC,google,2771
2017,CNBC,medicare,2609
2017,CNBC,microsoft,2262
