Year,Network,NORP,Count
2015,CNBC,chinese,6259
2015,CNBC,european,5667
2015,CNBC,american,4850
2015,CNBC,greek,4664
2015,CNBC,german,2491
2015,CNBC,republican,1989
2015,CNBC,americans,1887
2015,CNBC,french,1883
2015,CNBC,russian,1439
2015,CNBC,republicans,1381
