Year,Network,NORP,Count
2024,CNBC,chinese,2543
2024,CNBC,american,2279
2024,CNBC,european,1527
2024,CNBC,americans,1015
2024,CNBC,republicans,686
2024,CNBC,democrats,561
2024,CNBC,republican,511
2024,CNBC,french,458
2024,CNBC,russian,408
2024,CNBC,german,394
