Year,Network,NORP,Count
2013,MSNBC,republicans,40324
2013,MSNBC,republican,22428
2013,MSNBC,american,20719
2013,MSNBC,democrats,18016
2013,MSNBC,americans,14477
2013,MSNBC,democrat,3956
2013,MSNBC,democratic,3378
2013,MSNBC,african-american,2690
2013,MSNBC,syrian,1976
2013,MSNBC,muslim,1721
