Year,Network,NORP,Count
2014,MSNBC,republicans,24180
2014,MSNBC,american,17429
2014,MSNBC,democrats,16773
2014,MSNBC,republican,16603
2014,MSNBC,americans,11110
2014,MSNBC,russian,4840
2014,MSNBC,democrat,4032
2014,MSNBC,democratic,2965
2014,MSNBC,iraqi,2607
2014,MSNBC,israeli,2575
