Year,Network,NORP,Count
2019,CNBC,chinese,10615
2019,CNBC,american,5811
2019,CNBC,european,3844
2019,CNBC,democrats,3106
2019,CNBC,americans,1654
2019,CNBC,german,1513
2019,CNBC,republicans,1325
2019,CNBC,british,1074
2019,CNBC,french,1015
2019,CNBC,republican,812
