Year,Network,NORP,Count
2020,MSNBC,american,42438
2020,MSNBC,americans,40927
2020,MSNBC,democrats,35028
2020,MSNBC,republicans,34920
2020,MSNBC,republican,28871
2020,MSNBC,democratic,9108
2020,MSNBC,democrat,6939
2020,MSNBC,russian,5604
2020,MSNBC,african-american,5487
2020,MSNBC,african-americans,3003
