Year,Network,NORP,Count
2016,CNBC,american,6067
2016,CNBC,european,5512
2016,CNBC,chinese,4619
2016,CNBC,republican,4110
2016,CNBC,republicans,3124
2016,CNBC,americans,2434
2016,CNBC,democrats,2235
2016,CNBC,british,1880
2016,CNBC,japanese,1815
2016,CNBC,german,1684
