Year,Network,NORP,Count
2022,CNBC,russian,8575
2022,CNBC,american,5221
2022,CNBC,chinese,4414
2022,CNBC,americans,2928
2022,CNBC,european,2301
2022,CNBC,democrats,2227
2022,CNBC,republicans,2031
2022,CNBC,russians,1874
2022,CNBC,republican,1526
2022,CNBC,british,731
