Year,Network,NORP,Count
2014,CNBC,american,5562
2014,CNBC,european,4868
2014,CNBC,chinese,4136
2014,CNBC,russian,4085
2014,CNBC,americans,2299
2014,CNBC,german,2180
2014,CNBC,republicans,1908
2014,CNBC,french,1797
2014,CNBC,japanese,1349
2014,CNBC,democrats,1150
