Year,Network,NORP,Count
2020,CNBC,american,6634
2020,CNBC,chinese,5222
2020,CNBC,americans,4609
2020,CNBC,democrats,3848
2020,CNBC,republicans,2953
2020,CNBC,european,2313
2020,CNBC,republican,1686
2020,CNBC,french,987
2020,CNBC,german,973
2020,CNBC,british,724
