Year,Network,NORP,Count
2013,CNBC,american,6815
2013,CNBC,european,4620
2013,CNBC,republicans,4576
2013,CNBC,chinese,4135
2013,CNBC,americans,3013
2013,CNBC,democrats,2633
2013,CNBC,japanese,2399
2013,CNBC,republican,1975
2013,CNBC,german,1789
2013,CNBC,italian,1690
