Year,Network,NORP,Count
2019,MSNBC,democrats,49834
2019,MSNBC,republicans,30623
2019,MSNBC,american,26728
2019,MSNBC,republican,19807
2019,MSNBC,americans,12519
2019,MSNBC,russian,8902
2019,MSNBC,democratic,8713
2019,MSNBC,democrat,6326
2019,MSNBC,russians,5243
2019,MSNBC,african-american,2969
