Year,Network,NORP,Count
2018,MSNBC,democrats,34340
2018,MSNBC,republicans,32493
2018,MSNBC,republican,22962
2018,MSNBC,american,22579
2018,MSNBC,russian,16228
2018,MSNBC,americans,10204
2018,MSNBC,russians,9553
2018,MSNBC,democrat,6214
2018,MSNBC,democratic,4665
2018,MSNBC,chinese,2225
