Year,Network,NORP,Count
2024,MSNBC,republicans,27066
2024,MSNBC,republican,22511
2024,MSNBC,american,19119
2024,MSNBC,democrats,16371
2024,MSNBC,americans,10646
2024,MSNBC,israeli,7471
2024,MSNBC,russian,4576
2024,MSNBC,democratic,3383
2024,MSNBC,democrat,3317
2024,MSNBC,palestinian,2541
