Year,Network,NORP,Count
2012,CNBC,american,6385
2012,CNBC,european,6290
2012,CNBC,republicans,4476
2012,CNBC,spanish,3934
2012,CNBC,chinese,3706
2012,CNBC,americans,3594
2012,CNBC,greek,3080
2012,CNBC,republican,3031
2012,CNBC,democrats,2813
2012,CNBC,german,2216
