PERSON,Count
maria,20096
neil,15186
biden,8020
elizabeth,7646
♪ ♪,7294
putin,6510
david,6381
joe biden,5968
kennedy,5367
♪♪,3858
jackie,3371
cheryl,3312
jack,2540
vladimir putin,2072
donald trump,1973
lauren,1937
larry,1930
susan,1810
dagen,1792
nancy,1765
mike,1761
joe,1737
jay powell,1635
charlie,1495
jeff,1379
golo,1231
maria bartiromo,1202
brian,1068
edward lawrence,1030
kevin,986
hillary,981
kamala harris,981
dave,978
hillary clinton,953
charles,939
ron desantis,927
james,923
gerry,906
joe biden's,887
john,864
steve,858
dr.,821
chris,778
kevin mccarthy,768
voya,764
ashley,741
tom,724
clinton,723
powell,717
jerome powell,706
covid-19,687
joe manchin,685
elon musk,660
eric adams,658
michael,657
jamie dimon,644
sam bankman-fried,639
charles payne,622
madison,615
♪ ♪ ♪,610
jen psaki,605
charlie gasparino,605
shingrix,604
♪ liberty,596
jason,587
chuck schumer,561
larry kudlow,557
matt,549
abbott,543
jessica,532
paul,528
hogan,509
janet yellen,497
kelly,483
lee zeldin,478
fauci,475
eric,473
ben,469
jonathan,468
joe concha,466
elizabeth macdonald,461
ashley webster,452
jim,450
boris johnson,431
vladmir putin,421
edward jones,420
max,407
elizabeth warren,404
stu,395
jessica moore,392
greg abbott,389
warren,388
edward,387
dan,385
ron johnson,385
♪ one,379
dagen mcdowell,375
nancy pelosi,372
doug,370
verzenio + fulvestrant,367
peter,362
mm,352
god,352
martha,352
jim jordan,350
mark tepper,344
harry,339
invesco qqq,337
harris,328
marijuana,324
trulicity,323
james freeman,322
christopher,322
reagan,320
peter doocy,312
jackie deangelis,308
jack keane,307
mitch mcconnell,306
ken,304
madison alworth,302
gavin newsom,293
bush,293
gary,288
mccarthy,287
sarah,286
lee,285
johnson,283
jimmy carter,281
kim,279
phil,278
trump,277
zeposia,275
ronald reagan,274
scott,274
lydia hu,273
susan li,273
verzenio,270
paul volcker,268
bernie,268
gary gensler,267
maria:,266
andy,263
tim,262
merrick garland,262
michael lee,261
joe rogan,260
jimmy,256
rick scott,255
tom brady,254
jpmorgan,253
bill clinton,248
♪liberty,246
sam,245
bryan,234
taylor,232
john fetterman,227
mark zuckerberg,226
tim cook,225
herschel,221
john durham,218
david asman,214
vladimir putin's,211
james comer,211
alvin bragg,210
carleton,206
♪♪ kennedy,206
john kerry,205
kathy,205
gerri willis,201
jeff bezos,200
andrew,196
jake sullivan,195
steve hilton,195
gary kaltbaum,194
carl,190
twitter,184
president,184
steve moore,182
chuck grassley,182
♪ maria,181
brian kemp,177
ken paxton,176
anthony,175
austin,174
john lonski,169
cheney,168
marco rubio,168
heartburn,168
moderna,168
stacey abrams,167
raymond james financial advisor,167
charles schwab,166
jamie,165
mike lee,165
alexandria ocasio-cortez,164
brian brenberg,160
miranda devine,160
zicam,159
george,158
bernie sanders,158
brian kilmeade,157
mike tobin,156
rsp,156
hillary clinton's,156
xi,155
invesco,153
kohl,153
[ forde ] replacing marcia's,153
tom cotton,153
anthony fauci,152
thomas,151
george soros,151
jack dorsey,151
john ratcliffe,150
alex,149
nick,147
