PERSON,Count
martha,12712
obama,9767
♪ ♪,9636
putin,8061
jenna,6905
hillary clinton,6774
bill,6546
eric,6145
bush,5770
mike,4735
john,4481
clinton,3934
chris,3542
michael brown,3279
harry reid,3151
rick,2723
david,2703
brian,2631
marijuana,2573
john kerry,2529
steve,2372
joe,2075
vladimir putin,1939
bill o'reilly,1869
bill clinton,1865
al sharpton,1815
john boehner,1793
dana,1772
eric holder,1749
kerry,1744
paul,1726
ed henry,1680
jesus,1629
nancy,1520
reagan,1512
mitt romney,1506
rand paul,1458
michael,1438
elisabeth,1437
jay carney,1378
larry,1307
george w. bush,1295
god,1283
joe biden,1259
neil,1258
john mccain,1245
kelly,1244
jeb bush,1213
peter,1204
andy,1185
osama bin laden,1161
bob,1155
tom,1141
chris christie,1129
charles krauthammer,1104
rick perry,1046
bin laden,1044
kevin,1041
maria molina,1015
susan rice,989
ronald reagan,965
tucker,945
jim,936
andrea,936
chuck hagel,920
jon,908
♪ ♪ ♪,900
hillary,897
ainsley,885
angie,870
george bush,869
isil,858
chuck,845
george,837
johnson,837
robin williams,835
darren wilson,830
gregg,828
eric cantor,827
chris wallace,818
dr.,803
james foley,798
jonathan,796
mitch mcconnell,789
mayo,782
elizabeth warren,766
juan,765
doug,736
karl,732
jon:,725
maliki,721
jennifer griffin,715
jon scott,710
jennifer,696
pope francis,688
nixon,687
william,682
karl rove,681
hillary clinton's,676
ben,673
matt,659
elizabeth,650
bret baier,626
williams,620
dan,615
kathleen sebelius,615
harris,609
president,604
alka seltzer heartburn,602
marco rubio,601
anna kooiman,597
alan,597
james rosen,596
staying,579
heartburn,577
lois lerner,569
hannah graham,569
peter doocy,566
jenna lee,561
jamie,560
jonathan gruber,558
duncan,554
tofacitinib,553
david cameron,552
ainsley earhardt,548
sam,545
john roberts,538
bill de blasio,537
juan williams,534
kim,532
boehner,530
sarah palin,525
lifelock,525
martha maccallum,510
jesse,510
dana perino,499
graham,498
eric shinseki,494
dick cheney,493
usaa,491
maria,490
anna,486
duck,482
benjamin netanyahu,481
john bolton,479
robert,477
eric garner,476
james,474
emphysema,471
scott brown,464
carl,463
intern.r,463
bernie,455
patti ann,453
jfk,449
scott walker,443
eric shawn,443
brown,441
peter johnson,437
nancy pelosi,431
joanne,429
charlie,427
arthel,426
eric bolling,423
catherine herridge,423
michael brown's,422
netanyahu,421
kevin mccarthy,415
scholl,415
kennedy,414
mary,413
michelle obama,411
jeff,410
cialis,408
jimmy,404
jimmy carter,402
de blasio,401
monica lewinsky,398
laura ingraham,396
edward jones,394
foley,394
bret,394
lerner,390
jay leno,389
lee,387
howard kurtz,385
tim,384
wendy davis,384
arthur,382
wilson,382
max,381
thomas duncan,374
dave,372
mike tobin,366
monica,364
donald trump,364
martin,363
kyle,363
cheney,362
harris faulkner,356
don,355
andrew,353
vladmir putin,350
rudy giuliani,350
jessica,348
usama bin laden,345
janice dean,343
paul ryan,342
castro,339
mary landrieu,339
ralph peters,337
clayton,337
scott,335
craig,335
jack,334
carl cameron,334
spiriva handihaler,333
bundy,332
george washington,330
mccain,329
ed,329
cheryl,325
la quinta,325
jack keane,324
robert gates,322
ben carson,320
megyn,318
sharpton,315
pat roberts,314
taylor,312
meaty,311
warren,311
jr.,311
diane,310
andrew tahmooressi,309
jesse matthew,304
keith,302
jason,301
cialis tadalafil,300
mcconnell,299
lois lerner's,299
bobby,297
centrum,297
saddam hussein,294
kim jong-un,294
biden,292
al gore,292
jesse jackson,292
george h.w.,292
brian kilmeade,287
kelly wright,286
greg abbott,285
andy levy,285
greg,282
van susteren,281
john stossel,278
reid,276
hep c.,275
napolitano,275
wolf,274
shinseki,273
john brennan,271
romney,271
roger goodell,270
john huddy,269
peter king,269
pat,269
jeb,269
v.a.,268
maria bartiromo,268
sharon,263
greta,263
bernie goldberg,262
chuck schumer,260
lindsey graham,259
patrick,259
joni ernst,257
charles,256
andrea tantaros,256
jon stewart,253
judy,252
julie,252
andrew cuomo,252
patti ann:,252
jonathan hunt,251
george clooney,251
carson,248
anthony,244
al,244
seris,243
jordan,243
harry,239
angela merkel,236
martin dempsey,235
bergdahl,234
phil,233
trayvon martin,233
james clapper,233
arthel neville,232
dave brat,230
brenda,230
ron johnson,230
tim scott,229
mark pryor,228
tammy,227
michelle,226
jimmy kimmel,225
smith,225
