PERSON,Count
joe biden,21445
donald trump,17526
biden,15023
dana,12279
brian,10753
♪ ♪,10401
ainsley,8692
joe,7696
john,7465
neil,6323
martha,6282
harris,5283
mike,4591
michael cohen,4247
jeanine,3810
steve,3710
joe biden's,2967
david,2309
paul,2146
eric,2101
putin,1990
ron desantis,1976
trump,1918
taylor,1900
chris,1856
max,1773
jonathan,1717
kamala harris,1711
kevin,1685
charlie,1574
jessica,1551
maria,1530
god,1434
jesse,1413
pete,1406
johnson,1334
alvin bragg,1289
mike johnson,1283
joey,1277
otezla,1267
cohen,1192
hillary clinton,1154
peter,1048
tim scott,993
jonathan turley,985
howard,972
chuck schumer,969
matt,952
clinton,935
♪♪ ],913
tom,892
bill clinton,886
benjamin netanyahu,872
reagan,851
rick,850
joe biden.,844
abbott,841
arthel,818
jack smith,813
austin,792
bret,765
peter doocy,748
vladimir putin,743
jesus,707
jimmy,706
kennedy,690
dana perino,677
michael,665
dr.,644
caitlin clark,642
jeff,641
john:,627
jason,627
greg abbott,625
bush,620
nancy,610
netanyahu,609
♪♪,608
larry,608
wade,607
lawrence,602
andy mccarthy,583
rachel,581
jim,580
bill,580
merchan,577
andy,573
simparica trio,566
fani willis,566
golo,547
dan,546
johnny,543
♪ ♪ ♪,542
george washington,539
john roberts,537
jonathan lawson,529
john.,522
ronald reagan,513
marijuana,510
jim jordan,507
john kirby,503
willis,499
ben,487
robert hur,486
trumps,485
james,471
martha maccallum,470
eric early,470
william,469
madison,465
patrick,464
laura ingraham,463
lee,460
sandra smith,459
donald trump's,455
tim,452
nikki haley,443
hunter biden,443
gavin newsom,433
eric adams,430
doug,413
president,407
jimmy failla,404
tammy,398
breztri,392
jingle,391
hillary,391
merrick garland,387
marco rubio,383
covid-19,381
eric shawn,379
jamie,378
kevin corke,367
bill melugin,356
kim,354
don,348
robert,348
joe concha,342
kevin mccarthy,342
evan,341
karine jean-pierre,339
letitia james,338
bret baier,337
michael cohen's,335
lloyd austin,324
mitch mcconnell,319
laura,317
haley,316
jeffrey epstein,315
jesus christ,315
fauci,305
bernie,302
hamilton,302
matt finn,300
voya,300
sarah,299
harris faulkner,298
hose,297
brian kilmeade,287
jack keane,286
christopher,285
jack,284
jocelyn,280
jeanine pirro,280
bryan,280
kelly,277
tom cotton,275
austedo xr,275
alex,272
♪♪],268
janice dean,266
karl,265
robert de niro,265
gillian,264
jon scott,263
kathy,261
jerry,256
craig,256
♪♪] [,253
doug burgum,252
dave,252
harold,251
abby,251
ronna mcdaniel,249
john kerry,249
cidp disrupts,247
cidp derails,247
mccarthy,246
huntington,245
jimmy carter,243
pete hegseth,242
hunter biden's,242
adam klotz,242
kayleigh,242
james carville,240
barbara,239
lawrence jones,237
sandra.,237
david weiss,237
thomas,237
christina coleman,237
jennifer griffin,236
david pecker,231
xiidra,225
tom brady,222
mayorkas,222
cheryl,221
madeleine rivera,220
john fetterman,220
james biden,219
ultomiris,219
jordan,218
kevin o'leary,217
alvin bragg's,217
mark meredith,216
juan merchan,215
jeff paul,214
andrew,213
paul mauro,212
michelle obama,212
mike tobin,211
jfk,211
jonathan diller,211
aaron,211
marlo thomas,210
tony bobulinski,210
daniels,206
bradley,206
kayleigh mcenany,205
sam,205
gregg,204
mucinex,204
jesse watters,204
bryan llenas,203
katie,203
jim biden,202
jimmy kimmel,201
jill biden,200
george w. bush,200
greg,200
donald j. trump,199
chairman,199
jake sullivan,195
trey yingst,195
alito,193
chris christie,193
anita,193
harry,192
schumer,191
marc siegel,191
sandra,190
matthew cox,190
lisa,189
jennifer,188
george soros,186
glenn close,186
kellyanne conway,185
stephen miller,185
eric trump,184
anthony,182
hur,180
joe manchin,180
shingrix,180
george floyd,179
scott,178
mollie,178
jonathan hunt,177
♪ ♪  laura,173
kamala,171
james comer,171
mark,170
bowman,170
adam,169
leo terrell,169
mar-a-lago,169
william la jeunesse,168
nucala,168
mm,167
howard stern,167
wolf,166
kellyanne,165
jude,164
♪ ♪  jesse,164
ron,162
george clooney,161
lindsey graham,160
davis hanson,160
nixon,159
graham,159
matt whitaker,158
carl,158
rich edson,156
yuck,156
clark,156
carley,155
rand paul,155
brooke singman,155
cheney,154
george,154
norman,152
bill maher,151
mitt romney,151
tom homan,150
alan dershowitz,150
steve harrigan,150
madison scarpino,149
♪ vyvgart,149
harold ford jr.,149
lucas tomlinson,148
bernie sanders,148
ma,146
apoquel,146
jon:,145
speaker,144
♪ ♪  sean,144
williams,144
♪ ♪  greg,143
greg gutfeld,141
lee zeldin,141
larry kudlow,141
franklin graham,140
brandon johnson,140
karl rove,139
raymond,139
al,138
lankford,138
maria bartiromo,138
mcconnell,137
juan,137
martha.,137
jon,135
♪  laura,135
chuck,135
tammy bruce,133
richard,133
nancy mace,132
bobby,131
phil,131
gutter muck,130
peter.,130
david spunt,129
robert f. kennedy jr.,129
mark levin,129
raymond arroyo,129
anthony fauci,128
josh hawley,128
rick scott,127
safelite,127
jak,127
brett,127
li,126
d.a.,126
booking.yeah,125
ruth,125
george santos,125
kim jong,124
elizabeth,124
obama,124
marquis,124
stephanie bennett,123
trey,123
joe biden?,123
hunter,123
jack smith's,123
jake paul,122
robert costello,122
hahaha,122
bill barr,122
laken riley,121
aishah hasnie,121
bob menendez,121
al sharpton,121
jamie raskin,120
hallie biden,120
siegel,120
leaffilter,119
jackie,119
mark penn,119
marc thiessen,119
saint jude children's,118
steve bannon,118
karine jean,118
david axelrod,118
glenn youngkin,117
gregg jarrett,116
laken riley's,116
kyle,116
dean,116
jen psaki,116
chris sununu,115
steve hilton,115
kirby,115
cb cotton,115
jackson,114
zevo,114
janet yellen,114
prince william,114
jenny,113
alan,113
charles payne,113
ilhan omar,113
nick,112
jill,112
jessica tarlov,111
john yoo,111
♪ ♪  neil,111
alex hogan,111
joe rogan,111
mark zuckerberg,110
ken,110
joseph,109
adam schiff,108
[ting] ♪,108
hamilton hall,107
harold ford,106
smith,106
kevin morris,106
dan patrick,105
nick saban,105
rudy giuliani,105
vladamir putin,105
mike lee,105
jacqui heinrich,105
chad pergram,104
st. jude,103
davis,103
ben carson,102
jamaal bowman,101
ethan,101
elizabeth stewart,100
saint jude's,100
michael waltz,100
frank,100
kate middleton,100
j.d.,99
