Year,Network,ORG,Count
2016,FBC,medicare,11341
2016,FBC,fbi,9313
2016,FBC,congress,6039
2016,FBC,fed,5795
2016,FBC,the white house,5412
2016,FBC,microsoft,4180
2016,FBC,senate,4161
2016,FBC,gop,3902
2016,FBC,the republican party,3423
2016,FBC,s&p,3342
