Year,Network,ORG,Count
2014,MSNBC,congress,14284
2014,MSNBC,senate,13061
2014,MSNBC,the white house,10347
2014,MSNBC,nbc,4650
2014,MSNBC,the republican party,3786
2014,MSNBC,gop,3553
2014,MSNBC,medicare,3211
2014,MSNBC,hamas,2738
2014,MSNBC,nbc news,2652
2014,MSNBC,cia,2202
