Year,Network,ORG,Count
2024,MSNBC,congress,12177
2024,MSNBC,the supreme court,11328
2024,MSNBC,senate,10956
2024,MSNBC,the white house,9203
2024,MSNBC,hamas,8072
2024,MSNBC,the republican party,6004
2024,MSNBC,supreme court,5319
2024,MSNBC,nbc news,4935
2024,MSNBC,fbi,3746
2024,MSNBC,nbc,3720
