Year,Network,ORG,Count
2023,MSNBC,congress,26109
2023,MSNBC,hamas,25703
2023,MSNBC,the white house,19453
2023,MSNBC,senate,17072
2023,MSNBC,fbi,13218
2023,MSNBC,nbc news,12522
2023,MSNBC,the supreme court,10886
2023,MSNBC,the republican party,10848
2023,MSNBC,nbc,9148
2023,MSNBC,gop,8395
