Year,Network,ORG,Count
2019,CNBC,fed,23421
2019,CNBC,s&p,7917
2019,CNBC,boeing,4847
2019,CNBC,microsoft,2947
2019,CNBC,the white house,2917
2019,CNBC,at&t,2686
2019,CNBC,congress,2544
2019,CNBC,google,2463
2019,CNBC,ibm,1912
2019,CNBC,fidelity,1691
