Year,Network,ORG,Count
2020,MSNBC,the white house,38028
2020,MSNBC,senate,37379
2020,MSNBC,congress,23266
2020,MSNBC,nbc news,9899
2020,MSNBC,white house,9402
2020,MSNBC,nbc,8021
2020,MSNBC,the supreme court,7644
2020,MSNBC,cdc,7222
2020,MSNBC,fda,6889
2020,MSNBC,fbi,6249
