Year,Network,ORG,Count
2015,FBC,fed,8508
2015,FBC,congress,6946
2015,FBC,medicare,6647
2015,FBC,the white house,4932
2015,FBC,microsoft,3325
2015,FBC,fbi,3136
2015,FBC,senate,2846
2015,FBC,s&p,2844
2015,FBC,irs,2628
2015,FBC,gop,2523
