Year,Network,ORG,Count
2017,FBC,senate,18462
2017,FBC,congress,12973
2017,FBC,the white house,12049
2017,FBC,fbi,8449
2017,FBC,medicare,7357
2017,FBC,white house,3885
2017,FBC,gop,3278
2017,FBC,fed,3127
2017,FBC,capitol hill,2997
2017,FBC,ford,2914
