Year,Network,ORG,Count
2022,MSNBC,senate,29564
2022,MSNBC,congress,28685
2022,MSNBC,the white house,21594
2022,MSNBC,fbi,14470
2022,MSNBC,nato,13962
2022,MSNBC,msnbc,13285
2022,MSNBC,the justice department,11713
2022,MSNBC,the supreme court,11081
2022,MSNBC,the republican party,10859
2022,MSNBC,nbc news,10661
