Year,Network,ORG,Count
2024,FBC,fed,6945
2024,FBC,the white house,3824
2024,FBC,senate,3575
2024,FBC,hamas,3125
2024,FBC,congress,3049
2024,FBC,s&p,1929
2024,FBC,microsoft,1556
2024,FBC,white house,1523
2024,FBC,fbi,1088
2024,FBC,the supreme court,1021
