Year,Network,ORG,Count
2017,MSNBC,the white house,38390
2017,MSNBC,senate,23750
2017,MSNBC,congress,22326
2017,MSNBC,fbi,18404
2017,MSNBC,white house,9517
2017,MSNBC,medicare,7588
2017,MSNBC,capitol hill,6772
2017,MSNBC,nbc,6549
2017,MSNBC,nbc news,5572
2017,MSNBC,medicaid,4632
