Year,Network,ORG,Count
2024,CNBC,fed,13172
2024,CNBC,s&p,4155
2024,CNBC,microsoft,3628
2024,CNBC,boeing,2067
2024,CNBC,morgan stanley,2044
2024,CNBC,google,1996
2024,CNBC,at&t,1650
2024,CNBC,nvidia,1436
2024,CNBC,intel,1114
2024,CNBC,apple,1032
