Year,Network,ORG,Count
2016,CNBC,fed,21507
2016,CNBC,s&p,7917
2016,CNBC,medicare,4778
2016,CNBC,at&t,4615
2016,CNBC,microsoft,3235
2016,CNBC,congress,3233
2016,CNBC,google,2862
2016,CNBC,fbi,2660
2016,CNBC,yahoo,2276
2016,CNBC,apple,2118
