PERSON,Count
joe,8231
chris,6840
obama,5469
♪ ♪,5261
bush,4498
george zimmerman,4281
john boehner,4019
hillary clinton,3836
trayvon martin,3765
clinton,3652
david,3237
mike,3047
rand paul,2877
chuck,2795
martin,2590
paul,2502
john mccain,2324
bill clinton,2289
chris christie,2272
harry reid,2179
marco rubio,2076
alex,1966
john kerry,1955
michael,1910
john,1898
mitt romney,1810
jim,1697
reagan,1693
kerry,1676
joe biden,1658
putin,1615
chuck hagel,1560
andrea,1520
george w. bush,1446
mitch mcconnell,1441
andrea mitchell,1381
craig,1378
boehner,1331
nelson mandela,1323
zimmerman,1233
usaa,1205
anthony,1171
paul ryan,1099
chris matthews,1099
kennedy,1099
thomas,1066
ronald reagan,1050
angie,1036
cheney,1030
sarah palin,1026
jonathan,974
tom,943
trayvon martin's,925
al sharpton,912
steve,904
marijuana,900
nancy,879
pete williams,860
kevin,847
bloomberg,842
brian,834
bill karins,808
jeb bush,788
chris hayes,787
peter,770
god,748
george zimmerman's,748
robert,746
nixon,732
eric cantor,720
mandela,717
dick cheney,715
craig melvin,707
smith,699
jay carney,695
matt,690
graham,688
jeff,680
rick perry,662
sam,648
michele bachmann,643
larry,640
cymbalta,628
mark sanford,619
aaron,607
johnson,601
mcconnell,596
dana,596
ben,593
bob,592
rubio,588
eric,585
bobby,580
jesus,580
cialis tadalafil,578
alex witt,574
eric holder,574
susan rice,565
vladimir putin,560
jimmy,558
lee,549
al,548
max,547
karen,543
chuck schumer,541
karen finney,534
george,524
thomas roberts,521
michael steele,517
michael bloomberg,515
lisa bloom,514
ken cuccinelli,512
hillary,508
mccain,499
chris jansing,499
richard,498
elizabeth warren,496
david axelrod,486
michelle obama,483
pope francis,480
george bush,475
jfk,471
james,463
wendy davis,460
ron,459
sam stein,457
president,455
tim,455
edward snowden,447
luke,444
v8 v-fusion,443
rick,440
mike lee,436
mike barnicle,420
jonathan capehart,420
biden,417
eugene robinson,415
peter alexander,415
castro,414
davis,413
romney,411
lisa,410
kelly o'donnell,408
sanford,408
robert ],407
chuck todd,407
janet long,405
colin powell,405
martin luther,396
saddam hussein,386
robert gibbs,382
peter king,381
dr.,378
advair,377
joe manchin,375
rick scott,372
kelly,366
dan,364
richard engel,363
scott brown,362
john brennan,358
scalia,352
taylor,350
joy reid,349
luke russert,348
nelson,346
lindsey graham,344
melissa harris-perry,344
osama bin laden,342
hillary clinton's,340
mike allen,337
karl rove,336
jack,333
mark o'mara,333
discontinue androgel,331
staying,330
alex wagner,330
karl,330
patrick,329
tom coburn,329
king,320
william,320
wayne lapierre,313
nancy pelosi,312
ruth,306
elizabeth,306
john boehner's,304
kathleen sebelius,304
lynn,304
scott walker,300
reid,300
bin laden,299
warren,299
howard,295
lawrence o'donnell,294
mubarak,294
james peterson,290
swanson,289
steve kornacki,285
phil mickelson,283
diana,280
richard nixon,278
david gregory,277
nelson mandela's,276
kim,274
john lewis,273
michael isikoff,271
howard fineman,265
chris christie's,263
margaret thatcher,262
dragon,262
donald trump,262
jim demint,261
john f. kennedy,260
dana milbank,259
bill,258
bill de blasio,257
mitt romney's,256
dzhokhar tsarnaev,256
ariel castro,254
steve king,252
ron paul,252
neil,248
howard dean,248
netanyahu,245
susan,245
jimmy carter,243
carl,239
charlie,239
sarah,239
jack lew,237
ken,235
bob mcdonnell,232
bashar al assad,231
melissa,229
oprah,229
rick santorum,226
snowden,226
alex.,226
sharpton,225
mccarthy,224
glenn beck,219
angela,217
goldie taylor,215
saddam,215
john cornyn,211
jackie,211
lyndon johnson,211
anthony weiner,211
terry,210
don west,210
patty murray,210
paul ryan's,209
brady,208
dave,208
christopher,207
marie callender's,205
michelle,205
kim jong-un,204
mark murray,203
joan walsh,202
martin luther king jr.,201
martha,201
tamerlan tsarnaev,196
williams,196
george h.w.,195
jesse jackson,195
smart kid,194
ron allen,193
frank lautenberg,193
jonathan alter,191
jeb,188
kristin,187
chuck hagel's,186
spiriva handihaler,184
brian shactman,184
clean,184
bill o'reilly,184
emphysema,183
mike bloomberg,183
carter,182
michael eric dyson,182
heartburn,181
tracy martin,181
♪ ♪ ♪,180
david cameron,179
♪ ♪ break,176
al gore,175
john kerry's,175
rand paul's,174
amelia,173
claire mccaskill,172
alka seltzer plus night,172
bob woodward,172
mm,171
hamid karzai,171
ben bernanke,170
john roberts,169
jerry,169
kick!,168
rachel jeantel,168
jay leno,167
anthony weiner's,166
oprah winfrey,166
andrew cuomo,165
martin bashir,162
jessica,161
evan,161
phil robertson,161
hoo-hoo,160
pat toomey,160
ed markey,160
pete,159
limon,158
benjamin netanyahu,158
jackson,157
mark kelly,156
fiona,156
mark pryor,156
jordan,156
jon stewart,156
bill clinton's,156
joseph,154
ron reagan,154
peterson,154
scott,153
susan collins,153
nelson gutierrez,153
kelly ayotte,152
jamie,152
alka seltzer plus,152
chris van hollen,151
phil,150
duncan,150
bob corker,150
abby,149
dylan dreyer,149
speaker,149
john heilemann,148
ronnie,147
nick,147
jonathan martin,147
lindsay graham,147
anncr,146
ron johnson,146
paula,146
patrick murphy,145
kristen welker,144
tom cole,143
clint van zandt,143
ezra klein,142
activia greek,142
robert costa,142
george w. bush's,142
mommy,142
o'mara,142
amanda berry,140
mohamed morsi,140
roberts,139
leon,138
linda,138
perry,138
tsarnaev,137
rosa parks,137
john guy,137
dick durbin,137
angela rye,137
john kasich,137
jerry brown,135
aflac,134
cheryl,134
sybrina fulton,134
dean,133
alex rodriguez,133
jesse helms,133
issa,133
scholl,132
jim maceda,132
don,132
patrick willis,132
abraham lincoln,132
martin luther king,132
andy,132
brian sullivan,131
jason,131
jeffrey,131
george washington,129
steve schmidt,128
morris,127
jason collins,127
jennifer,126
homestyle soup,126
austin,125
john paul ii,124
jim miklaszewski,124
janet napolitano,124
lautenberg,123
cory booker,123
nascar,123
rudy giuliani,123
cruz,122
jack jacobs,122
bill thompson,122
mayor,121
marco,120
u.n,120
jimmy williams,120
bernie sanders,118
bernie,118
stephen colbert,118
edward jones,118
cuccinelli,118
murphy,118
carl levin,117
chavez,117
paul krugman,117
mark halperin,117
harry,116
charlie rangel,116
dennis rodman,115
tamron,115
kate,114
david ignatius,114
nana,114
charles schwab,114
ho,114
chairman,114
wendy,113
michelle knight,113
butterfield,112
